CustomerID,Age,Gender,City,AnnualIncome_INR_K,SpendingScore,PurchaseFrequency,Recency_Days,Tenure_Months,ProductCategoryPreference,AvgOrderValue_INR,MonetaryValue_INR,SatisfactionScore,Cluster,SegmentName
CUST00935,20,Male,Hyderabad,856.0,5,5,133,29,Books & Stationery,200.0,1064.17,3.6,3,At-Risk Customers
CUST00266,19,Male,Bengaluru,577.0,59,26,72,36,Grocery,200.0,4563.56,2.8,1,New Bargain Hunters
CUST00632,24,Female,Delhi,361.4,75,23,20,39,Sports & Fitness,200.0,3744.69,3.9,1,New Bargain Hunters
CUST00248,29,Female,Hyderabad,517.9,45,22,293,28,Electronics,200.0,4755.39,4.2,1,New Bargain Hunters
CUST00683,69,Male,Jaipur,636.6,42,16,2,20,Home & Furniture,200.0,3378.49,3.1,0,Steady Mature Regulars
CUST00559,33,Male,Pune,910.2,2,6,1,13,Grocery,200.0,963.82,2.6,3,At-Risk Customers
CUST01137,44,Female,Bengaluru,945.2,10,4,148,11,Books & Stationery,200.0,775.68,2.6,3,At-Risk Customers
CUST00968,32,Female,Delhi,989.3,94,27,4,30,Fashion & Apparel,200.0,7146.79,4.9,2,Premium Spenders (High-Value Loyal Customers)
CUST01005,31,Female,Mumbai,231.0,35,12,65,27,Beauty & Personal Care,200.0,2835.32,3.4,1,New Bargain Hunters
CUST00985,41,Female,Ahmedabad,1144.5,39,16,66,36,Grocery,200.0,3738.67,3.7,0,Steady Mature Regulars
CUST00295,32,Female,Chennai,711.2,46,12,91,20,Electronics,200.0,2052.01,2.6,3,At-Risk Customers
CUST00520,52,Female,Lucknow,770.5,60,21,5,42,Books & Stationery,200.0,4323.16,3.8,0,Steady Mature Regulars
CUST00771,42,Male,Jaipur,1038.1,16,8,29,29,Grocery,200.0,1715.68,2.8,3,At-Risk Customers
CUST00084,46,Female,Mumbai,667.9,44,14,28,39,Electronics,200.0,2658.88,4.3,0,Steady Mature Regulars
CUST00232,20,Female,Hyderabad,336.8,70,26,20,20,Sports & Fitness,200.0,5309.93,3.0,1,New Bargain Hunters
CUST00621,34,Male,Pune,235.3,31,15,188,13,Grocery,200.0,3020.13,3.1,3,At-Risk Customers
CUST00334,30,Female,Lucknow,834.9,70,24,14,37,Beauty & Personal Care,200.0,3997.67,3.7,1,New Bargain Hunters
CUST00130,37,Male,Pune,870.6,73,25,36,26,Books & Stationery,200.0,5538.55,3.6,2,Premium Spenders (High-Value Loyal Customers)
CUST01012,37,Female,Delhi,252.5,93,28,1,59,Grocery,200.0,7740.92,4.1,2,Premium Spenders (High-Value Loyal Customers)
CUST00645,49,Female,Hyderabad,435.2,29,6,64,33,Home & Furniture,200.0,1376.88,2.9,3,At-Risk Customers
CUST00974,37,Male,Delhi,1013.6,90,31,22,35,Sports & Fitness,200.0,7366.02,4.0,2,Premium Spenders (High-Value Loyal Customers)
CUST00383,44,Male,Bengaluru,1189.8,17,8,182,11,Beauty & Personal Care,200.0,1615.32,2.8,3,At-Risk Customers
CUST00868,68,Female,Mumbai,575.2,48,15,1,27,Grocery,200.0,3455.14,3.6,0,Steady Mature Regulars
CUST00543,28,Female,Hyderabad,924.7,40,17,107,26,Grocery,200.0,3100.51,2.1,1,New Bargain Hunters
CUST01194,39,Female,Delhi,1363.7,92,27,55,28,Fashion & Apparel,200.0,8566.53,3.6,2,Premium Spenders (High-Value Loyal Customers)
CUST00875,57,Male,Pune,649.4,41,11,28,43,Home & Furniture,200.0,2588.86,3.6,0,Steady Mature Regulars
CUST00332,40,Male,Jaipur,859.7,71,31,58,35,Sports & Fitness,200.0,7154.34,4.0,2,Premium Spenders (High-Value Loyal Customers)
CUST00410,28,Female,Ahmedabad,218.4,68,23,29,27,Home & Furniture,200.0,3901.56,4.4,1,New Bargain Hunters
CUST00077,44,Female,Bengaluru,633.0,47,18,141,25,Home & Furniture,200.0,3863.92,3.2,0,Steady Mature Regulars
CUST00869,18,Male,Hyderabad,589.3,58,23,9,25,Home & Furniture,200.0,4876.84,3.2,1,New Bargain Hunters
CUST00139,21,Male,Kolkata,955.8,12,5,72,3,Grocery,200.0,837.93,2.4,3,At-Risk Customers
CUST00544,32,Female,Ahmedabad,879.2,86,18,14,38,Grocery,200.0,3982.06,3.9,1,New Bargain Hunters
CUST00674,58,Female,Delhi,570.1,58,12,37,24,Books & Stationery,200.0,2791.92,4.6,0,Steady Mature Regulars
CUST00921,27,Male,Jaipur,817.9,51,26,24,16,Books & Stationery,200.0,4628.97,3.7,1,New Bargain Hunters
CUST00064,55,Female,Lucknow,552.8,55,14,30,28,Sports & Fitness,200.0,2294.94,3.0,0,Steady Mature Regulars
CUST00142,31,Male,Hyderabad,910.7,94,16,4,34,Electronics,200.0,3362.35,4.3,1,New Bargain Hunters
CUST00717,61,Female,Jaipur,764.6,41,22,54,27,Books & Stationery,200.0,5037.04,3.7,0,Steady Mature Regulars
CUST00377,58,Male,Ahmedabad,1056.7,17,12,8,23,Beauty & Personal Care,200.0,2146.39,2.8,3,At-Risk Customers
CUST00364,30,Female,Pune,943.3,96,32,10,46,Fashion & Apparel,200.0,6022.59,3.8,2,Premium Spenders (High-Value Loyal Customers)
CUST00140,38,Female,Bengaluru,882.7,74,14,77,27,Sports & Fitness,200.0,3552.3,3.2,1,New Bargain Hunters
CUST00885,20,Female,Bengaluru,673.6,55,25,12,18,Fashion & Apparel,200.0,4942.56,3.1,1,New Bargain Hunters
CUST01042,25,Male,Pune,435.9,92,32,14,28,Electronics,200.0,9282.41,3.8,2,Premium Spenders (High-Value Loyal Customers)
CUST00225,54,Female,Hyderabad,340.5,12,7,74,21,Sports & Fitness,200.0,1408.19,2.5,3,At-Risk Customers
CUST00515,19,Female,Pune,754.7,49,20,66,36,Grocery,200.0,3374.83,3.1,1,New Bargain Hunters
CUST00267,43,Female,Chennai,543.8,49,17,242,23,Home & Furniture,200.0,3319.23,3.5,0,Steady Mature Regulars
CUST01170,32,Male,Lucknow,1063.7,66,20,3,42,Fashion & Apparel,200.0,3820.56,4.7,1,New Bargain Hunters
CUST00487,54,Female,Lucknow,670.5,60,17,47,42,Books & Stationery,200.0,3400.9,4.4,0,Steady Mature Regulars
CUST00353,43,Female,Mumbai,921.5,15,7,130,2,Books & Stationery,200.0,1572.14,3.0,3,At-Risk Customers
CUST01006,22,Female,Chennai,196.6,72,29,10,32,Electronics,200.0,6742.42,3.5,1,New Bargain Hunters
CUST00618,20,Male,Lucknow,275.3,69,20,27,41,Sports & Fitness,200.0,4309.33,3.2,1,New Bargain Hunters
CUST00668,69,Female,Chennai,593.0,49,18,106,27,Home & Furniture,200.0,3535.3,3.3,0,Steady Mature Regulars
CUST00775,52,Female,Chennai,1022.5,15,6,13,1,Grocery,200.0,1099.86,3.4,3,At-Risk Customers
CUST00554,40,Female,Mumbai,921.9,68,22,14,41,Sports & Fitness,200.0,3541.0,3.5,1,New Bargain Hunters
CUST00576,28,Female,Jaipur,1063.4,87,28,3,69,Sports & Fitness,200.0,5906.68,4.4,2,Premium Spenders (High-Value Loyal Customers)
CUST00915,19,Female,Ahmedabad,792.2,51,17,63,28,Electronics,200.0,3733.98,4.2,1,New Bargain Hunters
CUST00466,18,Male,Pune,558.6,55,20,35,14,Electronics,200.0,3559.58,3.2,1,New Bargain Hunters
CUST00591,33,Female,Jaipur,1194.5,25,13,151,40,Sports & Fitness,200.0,3007.41,2.8,3,At-Risk Customers
CUST00765,50,Male,Bengaluru,1001.6,24,15,217,20,Sports & Fitness,200.0,3566.03,2.9,3,At-Risk Customers
CUST00635,49,Female,Hyderabad,410.5,17,13,150,17,Home & Furniture,200.0,2712.54,2.6,3,At-Risk Customers
CUST00838,32,Female,Hyderabad,432.9,75,21,5,46,Grocery,200.0,3987.33,4.0,1,New Bargain Hunters
CUST00290,50,Female,Chennai,700.5,40,14,1,28,Fashion & Apparel,200.0,3295.24,3.1,0,Steady Mature Regulars
CUST00040,21,Female,Pune,482.8,75,25,5,43,Sports & Fitness,200.0,4325.05,3.5,1,New Bargain Hunters
CUST00031,63,Male,Bengaluru,346.3,1,5,114,18,Fashion & Apparel,200.0,917.02,3.1,3,At-Risk Customers
CUST00243,46,Male,Mumbai,433.2,33,13,116,22,Beauty & Personal Care,200.0,2562.48,3.3,0,Steady Mature Regulars
CUST00429,38,Female,Bengaluru,357.4,26,10,184,29,Electronics,200.0,1709.59,2.4,3,At-Risk Customers
CUST00137,44,Female,Ahmedabad,887.7,4,5,365,20,Sports & Fitness,200.0,1173.62,3.7,3,At-Risk Customers
CUST01101,24,Female,Delhi,731.7,40,16,91,8,Grocery,200.0,3797.01,3.9,1,New Bargain Hunters
CUST00865,62,Male,Jaipur,568.3,50,28,41,17,Grocery,200.0,4769.42,4.4,0,Steady Mature Regulars
CUST00004,24,Female,Mumbai,189.4,75,34,25,31,Electronics,200.0,6776.14,3.1,2,Premium Spenders (High-Value Loyal Customers)
CUST00833,52,Male,Chennai,412.5,1,3,200,29,Grocery,200.0,513.6,3.2,3,At-Risk Customers
CUST00603,22,Female,Chennai,184.4,12,2,39,14,Beauty & Personal Care,200.0,366.71,2.3,3,At-Risk Customers
CUST01034,19,Male,Ahmedabad,435.6,92,30,49,36,Sports & Fitness,200.0,4801.08,3.5,2,Premium Spenders (High-Value Loyal Customers)
CUST00655,51,Female,Mumbai,527.9,44,11,214,35,Beauty & Personal Care,200.0,1913.54,3.9,0,Steady Mature Regulars
CUST00844,31,Female,Ahmedabad,448.9,62,29,35,24,Fashion & Apparel,200.0,5344.81,4.5,1,New Bargain Hunters
CUST00784,30,Female,Chennai,1169.7,90,32,3,34,Fashion & Apparel,200.0,7569.51,3.5,2,Premium Spenders (High-Value Loyal Customers)
CUST01074,58,Female,Kolkata,622.7,58,21,163,29,Books & Stationery,200.0,4672.83,3.5,0,Steady Mature Regulars
CUST00443,48,Male,Chennai,407.6,38,5,22,27,Electronics,200.0,956.81,3.7,3,At-Risk Customers
CUST01178,27,Male,Bengaluru,1038.5,70,25,25,22,Grocery,200.0,4620.24,3.2,1,New Bargain Hunters
CUST00436,20,Female,Lucknow,423.1,81,38,1,25,Books & Stationery,200.0,6631.34,4.5,2,Premium Spenders (High-Value Loyal Customers)
CUST01169,36,Female,Delhi,1021.9,28,13,301,29,Fashion & Apparel,200.0,3004.14,2.3,3,At-Risk Customers
CUST00101,23,Female,Mumbai,745.3,43,21,101,28,Electronics,200.0,3549.93,3.4,1,New Bargain Hunters
CUST00773,36,Male,Jaipur,1046.6,13,7,195,13,Books & Stationery,200.0,1234.76,3.9,3,At-Risk Customers
CUST00495,32,Female,Pune,688.8,40,16,7,30,Grocery,200.0,3609.3,3.7,1,New Bargain Hunters
CUST01028,35,Male,Mumbai,350.5,63,18,73,21,Sports & Fitness,200.0,3230.07,3.0,1,New Bargain Hunters
CUST00807,35,Female,Pune,213.6,7,8,118,17,Beauty & Personal Care,200.0,1677.04,2.5,3,At-Risk Customers
CUST01142,29,Male,Chennai,895.2,94,27,3,24,Grocery,200.0,7943.76,4.4,2,Premium Spenders (High-Value Loyal Customers)
CUST00846,24,Female,Lucknow,443.1,66,25,65,25,Beauty & Personal Care,200.0,4791.58,3.7,1,New Bargain Hunters
CUST00987,52,Female,Pune,1209.0,24,13,108,32,Home & Furniture,200.0,2138.39,3.0,3,At-Risk Customers
CUST00228,37,Male,Hyderabad,359.0,65,12,55,45,Home & Furniture,200.0,2150.13,4.7,1,New Bargain Hunters
CUST01193,33,Male,Mumbai,1314.5,13,4,161,30,Electronics,200.0,877.61,2.9,3,At-Risk Customers
CUST00672,47,Female,Lucknow,574.0,43,17,27,25,Books & Stationery,200.0,3685.46,3.4,0,Steady Mature Regulars
CUST00859,25,Female,Bengaluru,536.9,48,21,66,26,Fashion & Apparel,200.0,4578.13,3.5,1,New Bargain Hunters
CUST00925,23,Female,Jaipur,1563.9,32,10,83,33,Electronics,200.0,2247.39,3.1,3,At-Risk Customers
CUST00067,43,Female,Pune,555.1,49,20,47,27,Beauty & Personal Care,200.0,4440.11,2.9,0,Steady Mature Regulars
CUST00068,67,Female,Hyderabad,592.6,52,13,60,15,Fashion & Apparel,200.0,2892.94,3.5,0,Steady Mature Regulars
CUST00817,35,Female,Bengaluru,251.3,31,10,50,21,Home & Furniture,200.0,2272.37,2.9,3,At-Risk Customers
CUST00212,33,Female,Chennai,283.7,100,29,5,42,Grocery,200.0,6257.48,4.3,2,Premium Spenders (High-Value Loyal Customers)
CUST00013,58,Female,Ahmedabad,235.4,10,5,109,5,Home & Furniture,200.0,864.07,2.2,3,At-Risk Customers
CUST00494,41,Female,Mumbai,706.7,38,19,81,38,Beauty & Personal Care,200.0,4342.39,3.5,0,Steady Mature Regulars
CUST01165,49,Male,Jaipur,1083.3,30,9,47,20,Electronics,200.0,1442.18,2.6,3,At-Risk Customers
CUST00300,20,Male,Hyderabad,702.5,46,15,53,23,Books & Stationery,200.0,3452.69,3.7,1,New Bargain Hunters
CUST00411,65,Male,Lucknow,235.2,12,4,98,17,Fashion & Apparel,200.0,849.42,2.6,3,At-Risk Customers
CUST00757,36,Male,Ahmedabad,958.7,9,6,59,16,Grocery,200.0,1158.18,3.6,3,At-Risk Customers
CUST01075,58,Male,Chennai,651.2,43,15,91,21,Home & Furniture,200.0,2699.2,3.1,0,Steady Mature Regulars
CUST00696,23,Male,Hyderabad,705.5,49,19,267,18,Grocery,200.0,4041.88,3.0,1,New Bargain Hunters
CUST01151,43,Male,Mumbai,952.3,15,11,69,21,Home & Furniture,200.0,2189.91,3.3,3,At-Risk Customers
CUST00724,37,Male,Mumbai,856.2,93,29,21,30,Beauty & Personal Care,200.0,7995.25,3.9,2,Premium Spenders (High-Value Loyal Customers)
CUST01016,21,Male,Kolkata,240.3,79,31,30,39,Beauty & Personal Care,200.0,5523.68,3.3,2,Premium Spenders (High-Value Loyal Customers)
CUST00528,40,Male,Chennai,838.8,96,25,14,36,Books & Stationery,200.0,5116.74,4.4,2,Premium Spenders (High-Value Loyal Customers)
CUST00600,28,Male,Delhi,1563.9,82,23,25,35,Books & Stationery,200.0,5303.84,4.5,2,Premium Spenders (High-Value Loyal Customers)
CUST01120,49,Female,Kolkata,797.2,59,23,16,29,Beauty & Personal Care,200.0,4915.2,3.5,0,Steady Mature Regulars
CUST00567,42,Male,Bengaluru,1001.6,24,7,91,3,Grocery,200.0,1260.39,2.8,3,At-Risk Customers
CUST00731,48,Male,Lucknow,809.0,11,4,138,21,Beauty & Personal Care,200.0,801.22,4.0,3,At-Risk Customers
CUST00274,63,Female,Kolkata,543.5,57,19,30,21,Grocery,200.0,4213.33,3.9,0,Steady Mature Regulars
CUST00967,42,Male,Ahmedabad,1102.3,20,11,38,18,Beauty & Personal Care,200.0,2596.13,2.6,3,At-Risk Customers
CUST00238,30,Female,Bengaluru,334.1,72,19,30,26,Home & Furniture,200.0,4232.05,4.4,1,New Bargain Hunters
CUST00406,22,Female,Hyderabad,238.0,76,30,10,28,Home & Furniture,200.0,5389.83,3.7,1,New Bargain Hunters
CUST00003,21,Female,Ahmedabad,202.5,7,6,18,17,Fashion & Apparel,200.0,1237.59,3.1,3,At-Risk Customers
CUST00007,35,Female,Hyderabad,198.2,7,8,8,29,Sports & Fitness,200.0,1359.75,3.1,3,At-Risk Customers
CUST00312,20,Female,Mumbai,769.7,56,14,131,12,Home & Furniture,200.0,2261.69,4.1,1,New Bargain Hunters
CUST01091,67,Female,Lucknow,719.2,51,21,6,29,Grocery,200.0,5010.03,3.8,0,Steady Mature Regulars
CUST00452,33,Male,Delhi,535.8,64,25,5,36,Beauty & Personal Care,200.0,5266.19,3.6,1,New Bargain Hunters
CUST00722,39,Female,Pune,829.7,41,23,5,35,Home & Furniture,200.0,4869.47,4.1,1,New Bargain Hunters
CUST00216,23,Male,Lucknow,218.7,77,32,56,24,Home & Furniture,200.0,7676.81,3.6,2,Premium Spenders (High-Value Loyal Customers)
CUST01086,48,Male,Lucknow,657.1,49,20,142,36,Electronics,200.0,3275.79,2.8,0,Steady Mature Regulars
CUST00028,35,Male,Mumbai,321.6,59,23,22,37,Grocery,200.0,5067.77,3.8,1,New Bargain Hunters
CUST01158,32,Female,Mumbai,944.1,79,31,101,32,Beauty & Personal Care,200.0,7376.19,4.2,2,Premium Spenders (High-Value Loyal Customers)
CUST00362,29,Female,Chennai,951.5,78,27,10,16,Home & Furniture,200.0,5341.21,3.9,2,Premium Spenders (High-Value Loyal Customers)
CUST00823,45,Female,Jaipur,303.2,1,3,13,24,Beauty & Personal Care,200.0,623.61,2.8,3,At-Risk Customers
CUST00781,37,Female,Lucknow,1168.3,29,7,43,40,Fashion & Apparel,200.0,1248.43,3.6,3,At-Risk Customers
CUST00629,39,Female,Hyderabad,326.1,28,10,88,31,Fashion & Apparel,200.0,2322.35,3.4,3,At-Risk Customers
CUST00454,61,Male,Pune,730.6,61,16,111,56,Books & Stationery,200.0,2626.25,3.0,0,Steady Mature Regulars
CUST00739,18,Male,Pune,871.1,12,9,102,19,Grocery,200.0,2103.09,3.0,3,At-Risk Customers
CUST00536,30,Female,Pune,898.9,80,22,114,49,Books & Stationery,200.0,5457.81,4.3,2,Premium Spenders (High-Value Loyal Customers)
CUST01050,32,Female,Hyderabad,509.1,42,21,82,28,Electronics,200.0,3375.6,3.9,1,New Bargain Hunters
CUST00399,33,Male,Lucknow,1563.9,20,6,365,19,Beauty & Personal Care,200.0,1283.78,3.5,3,At-Risk Customers
CUST00257,52,Female,Pune,585.5,51,19,57,8,Grocery,200.0,4159.97,3.0,0,Steady Mature Regulars
CUST00292,18,Male,Bengaluru,707.4,38,14,29,24,Electronics,200.0,3137.15,3.6,1,New Bargain Hunters
CUST00026,29,Male,Chennai,349.1,85,30,40,48,Home & Furniture,200.0,6590.52,4.0,2,Premium Spenders (High-Value Loyal Customers)
CUST00337,43,Female,Chennai,894.7,4,9,365,25,Electronics,200.0,1517.76,2.8,3,At-Risk Customers
CUST00585,42,Female,Pune,1205.2,35,13,224,9,Grocery,200.0,2904.46,3.0,3,At-Risk Customers
CUST00048,27,Female,Kolkata,434.8,46,13,36,15,Electronics,200.0,2335.35,3.4,1,New Bargain Hunters
CUST00319,52,Female,Ahmedabad,796.1,46,15,65,24,Home & Furniture,200.0,3263.21,3.2,0,Steady Mature Regulars
CUST00107,65,Female,Delhi,731.1,55,18,53,35,Books & Stationery,200.0,4108.16,3.0,0,Steady Mature Regulars
CUST00799,33,Male,Hyderabad,1563.9,21,5,246,17,Sports & Fitness,200.0,934.21,3.5,3,At-Risk Customers
CUST00056,46,Male,Hyderabad,500.3,41,14,152,48,Books & Stationery,200.0,3339.16,3.2,0,Steady Mature Regulars
CUST00523,42,Female,Delhi,811.4,54,20,74,34,Grocery,200.0,4788.1,3.7,1,New Bargain Hunters
CUST00214,23,Female,Bengaluru,271.5,76,27,73,42,Home & Furniture,200.0,5559.09,4.0,1,New Bargain Hunters
CUST00121,26,Male,Bengaluru,785.0,55,19,21,37,Fashion & Apparel,200.0,4547.69,3.5,1,New Bargain Hunters
CUST00918,50,Female,Hyderabad,730.6,57,30,25,44,Fashion & Apparel,200.0,6523.41,3.6,2,Premium Spenders (High-Value Loyal Customers)
CUST01068,69,Female,Ahmedabad,570.6,42,16,16,27,Electronics,200.0,2640.99,3.5,0,Steady Mature Regulars
CUST01118,49,Female,Chennai,790.1,59,19,18,26,Grocery,200.0,3110.41,2.8,0,Steady Mature Regulars
CUST00073,59,Female,Bengaluru,590.6,50,26,29,11,Grocery,200.0,6051.42,3.7,0,Steady Mature Regulars
CUST00948,28,Female,Mumbai,947.4,75,32,9,31,Grocery,200.0,7323.2,5.0,2,Premium Spenders (High-Value Loyal Customers)
CUST00747,50,Male,Pune,905.2,39,14,4,45,Sports & Fitness,200.0,3122.22,1.9,0,Steady Mature Regulars
CUST00716,18,Female,Mumbai,703.8,52,17,3,21,Beauty & Personal Care,200.0,3846.63,3.3,1,New Bargain Hunters
CUST00558,29,Female,Lucknow,992.7,78,27,19,28,Grocery,200.0,7376.73,4.5,2,Premium Spenders (High-Value Loyal Customers)
CUST01082,38,Male,Delhi,648.3,58,29,22,23,Grocery,200.0,5186.38,3.1,1,New Bargain Hunters
CUST01046,23,Female,Pune,452.5,64,23,77,30,Sports & Fitness,200.0,5182.25,3.1,1,New Bargain Hunters
CUST00553,44,Female,Pune,919.6,19,8,27,19,Fashion & Apparel,200.0,1791.05,3.3,3,At-Risk Customers
CUST00562,29,Female,Hyderabad,928.6,83,27,127,24,Electronics,200.0,6191.34,4.1,2,Premium Spenders (High-Value Loyal Customers)
CUST00425,53,Female,Chennai,340.8,14,9,50,11,Beauty & Personal Care,200.0,2054.97,2.4,3,At-Risk Customers
CUST01014,22,Female,Ahmedabad,284.5,76,24,20,19,Fashion & Apparel,200.0,4262.3,3.8,1,New Bargain Hunters
CUST00326,32,Female,Chennai,730.6,76,21,82,16,Home & Furniture,200.0,4440.39,3.9,1,New Bargain Hunters
CUST00924,38,Male,Lucknow,829.7,93,38,46,39,Home & Furniture,200.0,9291.42125,4.0,2,Premium Spenders (High-Value Loyal Customers)
CUST00317,63,Female,Chennai,762.1,43,15,15,44,Electronics,200.0,3305.67,3.1,0,Steady Mature Regulars
CUST00804,23,Female,Mumbai,198.3,80,37,23,35,Books & Stationery,200.0,7208.84,4.9,2,Premium Spenders (High-Value Loyal Customers)
CUST01163,19,Male,Lucknow,963.2,1,6,33,4,Books & Stationery,200.0,1238.6,2.1,3,At-Risk Customers
CUST00529,59,Male,Jaipur,853.8,7,1,183,15,Beauty & Personal Care,200.0,172.18,1.9,3,At-Risk Customers
CUST00837,42,Female,Lucknow,396.4,20,11,187,14,Sports & Fitness,200.0,1905.51,3.0,3,At-Risk Customers
CUST00715,18,Female,Ahmedabad,809.8,49,22,40,45,Fashion & Apparel,200.0,4149.51,3.4,1,New Bargain Hunters
CUST00901,23,Female,Kolkata,750.4,43,17,151,25,Sports & Fitness,200.0,3378.34,3.4,1,New Bargain Hunters
CUST00061,68,Male,Jaipur,577.0,52,20,86,19,Books & Stationery,200.0,3724.5,3.5,0,Steady Mature Regulars
CUST00723,37,Female,Jaipur,780.0,60,23,48,40,Books & Stationery,200.0,4316.4,3.3,1,New Bargain Hunters
CUST00093,47,Male,Ahmedabad,710.1,51,15,160,36,Home & Furniture,200.0,3333.53,3.7,0,Steady Mature Regulars
CUST00858,70,Male,Pune,482.7,51,20,94,36,Electronics,200.0,3624.7,2.5,0,Steady Mature Regulars
CUST00619,51,Male,Hyderabad,288.1,30,18,81,25,Sports & Fitness,200.0,4052.92,2.5,0,Steady Mature Regulars
CUST00352,40,Male,Kolkata,917.9,87,36,30,39,Beauty & Personal Care,200.0,7436.75,4.7,2,Premium Spenders (High-Value Loyal Customers)
CUST00933,26,Female,Jaipur,854.5,28,8,15,4,Grocery,200.0,1685.75,3.7,3,At-Risk Customers
CUST00281,58,Male,Chennai,659.2,55,19,3,23,Electronics,200.0,4481.45,3.1,0,Steady Mature Regulars
CUST00421,35,Male,Hyderabad,302.4,30,8,101,13,Beauty & Personal Care,200.0,1320.66,2.5,3,At-Risk Customers
CUST01115,18,Female,Hyderabad,792.4,49,18,43,20,Books & Stationery,200.0,3384.49,3.3,1,New Bargain Hunters
CUST00360,30,Female,Ahmedabad,932.4,76,18,55,34,Grocery,200.0,4199.51,4.1,1,New Bargain Hunters
CUST00423,45,Female,Jaipur,319.0,7,5,84,39,Beauty & Personal Care,200.0,1129.89,3.0,3,At-Risk Customers
CUST00679,23,Female,Bengaluru,683.6,48,15,22,15,Beauty & Personal Care,200.0,3604.57,4.0,1,New Bargain Hunters
CUST00527,45,Male,Ahmedabad,828.5,37,24,4,25,Electronics,200.0,5497.36,3.0,0,Steady Mature Regulars
CUST00478,39,Male,Lucknow,657.1,46,23,130,37,Fashion & Apparel,200.0,4803.22,3.6,1,New Bargain Hunters
CUST01095,31,Female,Jaipur,749.1,46,18,40,52,Home & Furniture,200.0,3321.44,2.7,1,New Bargain Hunters
CUST00183,46,Male,Ahmedabad,1168.1,15,6,86,21,Beauty & Personal Care,200.0,1056.11,2.6,3,At-Risk Customers
CUST01092,18,Male,Delhi,736.5,38,11,21,12,Fashion & Apparel,200.0,2560.94,4.4,1,New Bargain Hunters
CUST00433,53,Male,Delhi,399.6,7,10,49,7,Beauty & Personal Care,200.0,2109.85,3.1,3,At-Risk Customers
CUST00111,66,Male,Lucknow,726.5,50,22,6,36,Beauty & Personal Care,200.0,4852.07,3.5,0,Steady Mature Regulars
CUST00371,40,Male,Pune,1044.6,16,10,274,24,Beauty & Personal Care,200.0,2111.23,2.9,3,At-Risk Customers
CUST00240,19,Female,Lucknow,472.0,73,31,2,48,Beauty & Personal Care,200.0,6608.6,3.0,2,Premium Spenders (High-Value Loyal Customers)
CUST00709,68,Male,Kolkata,744.3,39,6,115,28,Grocery,200.0,1403.96,3.0,0,Steady Mature Regulars
CUST00630,20,Female,Jaipur,342.3,88,26,21,43,Sports & Fitness,200.0,7066.75,4.0,2,Premium Spenders (High-Value Loyal Customers)
CUST00594,36,Female,Jaipur,1348.5,98,31,27,39,Beauty & Personal Care,200.0,8024.54,3.5,2,Premium Spenders (High-Value Loyal Customers)
CUST00486,48,Male,Hyderabad,664.0,47,16,150,40,Home & Furniture,200.0,3108.67,3.9,0,Steady Mature Regulars
CUST00701,24,Female,Pune,730.1,38,15,8,25,Home & Furniture,200.0,3000.73,4.3,1,New Bargain Hunters
CUST00262,19,Male,Chennai,533.9,53,22,188,5,Grocery,200.0,4520.76,4.5,1,New Bargain Hunters
CUST00480,52,Female,Lucknow,641.0,43,17,40,11,Sports & Fitness,200.0,3704.78,3.9,0,Steady Mature Regulars
CUST00650,31,Female,Ahmedabad,496.5,46,9,48,33,Sports & Fitness,200.0,1663.84,3.7,1,New Bargain Hunters
CUST00340,36,Female,Kolkata,925.9,76,30,35,60,Home & Furniture,200.0,6458.05,4.2,2,Premium Spenders (High-Value Loyal Customers)
CUST00669,18,Male,Jaipur,566.7,65,20,31,18,Fashion & Apparel,200.0,4321.46,3.8,1,New Bargain Hunters
CUST00552,40,Male,Mumbai,920.5,90,31,17,28,Beauty & Personal Care,200.0,7781.92,3.6,2,Premium Spenders (High-Value Loyal Customers)
CUST00459,27,Female,Jaipur,570.8,50,23,107,30,Electronics,200.0,5013.03,3.6,1,New Bargain Hunters
CUST00184,30,Female,Lucknow,1171.9,89,21,21,42,Electronics,200.0,4789.79,4.0,2,Premium Spenders (High-Value Loyal Customers)
CUST00138,33,Male,Delhi,892.4,68,19,16,32,Sports & Fitness,200.0,4031.48,4.2,1,New Bargain Hunters
CUST01161,55,Female,Chennai,987.2,37,10,33,10,Sports & Fitness,200.0,2020.79,3.1,3,At-Risk Customers
CUST00707,65,Female,Mumbai,756.8,52,24,27,20,Grocery,200.0,5349.41,3.1,0,Steady Mature Regulars
CUST00582,31,Female,Bengaluru,1166.4,91,29,17,39,Books & Stationery,200.0,9291.42125,3.7,2,Premium Spenders (High-Value Loyal Customers)
CUST00081,58,Male,Pune,677.8,56,16,9,22,Beauty & Personal Care,200.0,3771.65,4.1,0,Steady Mature Regulars
CUST00769,34,Female,Jaipur,1033.2,24,15,27,41,Books & Stationery,200.0,3010.25,3.7,1,New Bargain Hunters
CUST00870,32,Female,Delhi,571.1,45,16,127,39,Fashion & Apparel,200.0,3298.38,3.7,1,New Bargain Hunters
CUST00762,30,Female,Lucknow,932.0,85,34,5,36,Electronics,200.0,7634.14,4.5,2,Premium Spenders (High-Value Loyal Customers)
CUST00030,24,Female,Ahmedabad,1563.9,92,26,32,38,Beauty & Personal Care,200.0,6435.02,3.9,2,Premium Spenders (High-Value Loyal Customers)
